term_name,description,field_authority_link,field_unique_id
Ulcerative colitis,,fast%%http://id.worldcat.org/fast/1160612,784a1e7e-bede-41e8-80ba-1cb469e0eb49
Ultraviolet astronomy--Instruments,,fast%%http://id.worldcat.org/fast/1160741,d3b42932-c85e-49ef-9285-1beae765434d
Ultraviolet astronomy,,fast%%http://id.worldcat.org/fast/1160740,fcd0abf8-6c04-4713-9f05-3d0bf2036032
Ultraviolet radiation--Physiological effect,,fast%%http://id.worldcat.org/fast/1160753,eaec5e05-97fb-4a60-ba17-e3335d07d64a
Undergraduates,,fast%%http://id.worldcat.org/fast/1765248,6ae86ac5-de52-488e-a374-36868c87032a
Underwater cinematography,,fast%%http://id.worldcat.org/fast/1161081,4d803dc1-bb1c-4ff3-90bc-251e480c92e3
Unidentified flying objects,,fast%%http://id.worldcat.org/fast/1161308,2a8fc339-4e06-419b-a911-9c6e3947d844
Unified field theories,,fast%%http://id.worldcat.org/fast/1161331,41f34cfa-a863-4ecf-aa27-39c9134fb280
Univac computer,,fast%%http://id.worldcat.org/fast/1161545,8fc33846-3091-4209-972e-b8fddd1f00bf
Universities and colleges--Administration,,fast%%http://id.worldcat.org/fast/1161604,c385106b-c66a-4cce-ad6a-613f38bb8110
Universities and colleges--Admission,,fast%%http://id.worldcat.org/fast/1161621,0fc8579e-18da-4d93-ae65-a32028191d6b
"Universities and colleges--Alumni and alumnae--Societies, etc.--Administration",,fast%%http://id.worldcat.org/fast/1161640,c6bfaf55-a4d5-408e-8ba9-718ab7561de5
"Universities and colleges--Alumni and alumnae--Societies, etc.",,fast%%http://id.worldcat.org/fast/1161639,40673321-4a7a-46b9-bb5d-041bcc8cf1d8
Universities and colleges--Alumni and alumnae,,fast%%http://id.worldcat.org/fast/1161636,1aa8906d-c8e1-4cb1-807f-ada5a1d817c8
"Universities and colleges--Centennial celebrations, etc.",,fast%%http://id.worldcat.org/fast/1161656,89119522-f305-4fab-afa6-8a0746853ae5
Universities and colleges--Curricula,,fast%%http://id.worldcat.org/fast/1161669,fffb92d1-d794-47e8-9e67-f99dfdd1e385
Universities and colleges--Decentralization,,fast%%http://id.worldcat.org/fast/1161679,b46a52f1-a3dc-4b65-9f5f-91fd7169ef54
Universities and colleges--Economic aspects,,fast%%http://id.worldcat.org/fast/1161691,aebefbec-4187-4c47-80b9-7a252f1ac127
Universities and colleges--Endowments,,fast%%http://id.worldcat.org/fast/1161710,5bf97675-c239-4830-abc9-7bc86becd96d
Universities and colleges--Faculty,,fast%%http://id.worldcat.org/fast/1161748,fb663853-99d5-47a0-b232-877ff890fea6
Universities and colleges--Finance,,fast%%http://id.worldcat.org/fast/1161770,9c7e3f5a-c2d3-4f08-97c5-ab6835de5444
Universities and colleges--Food service,,fast%%http://id.worldcat.org/fast/1161782,15055b07-7f67-431c-89a9-27d24f1dfd6c
Universities and colleges--Government policy,,fast%%http://id.worldcat.org/fast/1161784,768e3c4e-f10d-4138-955b-719511c52b59
Universities and colleges--Graduate work,,fast%%http://id.worldcat.org/fast/1161785,1d6017f9-9cd4-49bb-868f-eaa808d7551b
Universities and colleges--Insignia,,fast%%http://id.worldcat.org/fast/1161812,0ff599ea-6718-46ef-b496-0d22bf9e6400
Universities and colleges--Law and legislation,,fast%%http://id.worldcat.org/fast/1161816,aab917fa-cc04-46fe-92e5-28a45c1cd43a
Universities and colleges--Management,,fast%%http://id.worldcat.org/fast/1161825,4e4bde56-fe50-474a-8e9e-7f010b1cc46d
Universities and colleges--Political aspects,,fast%%http://id.worldcat.org/fast/1161841,27b65801-62e1-47c3-bc9b-6685f111f84f
Universities and colleges--Public relations,,fast%%http://id.worldcat.org/fast/1161846,be46499e-47d6-4098-9d6d-0dd7d744650a
Universities and colleges--Research grants,,fast%%http://id.worldcat.org/fast/1161859,00c7b10f-6558-4d50-927c-a69b9f83782f
Universities and colleges--Research,,fast%%http://id.worldcat.org/fast/1161855,d4755f59-ac4f-4fc7-a1cc-5b990013cee9
Universities and colleges--Social aspects,,fast%%http://id.worldcat.org/fast/1161872,15a8ec53-a910-487e-8270-2d496ad8da74
"Universities and colleges--Societies, etc.",,fast%%http://id.worldcat.org/fast/1161875,d5c6830a-9d6b-4aaf-884c-7f1bd84aaa3d
Universities and colleges,,fast%%http://id.worldcat.org/fast/1161597,802584b1-7cbb-498b-9925-0f855ed7e6da
University cooperation,,fast%%http://id.worldcat.org/fast/1161917,b2318d8f-99d7-4a40-8ef0-9f2d3f9ab6dc
University investments,,fast%%http://id.worldcat.org/fast/1161945,9b89eaf9-92ae-4831-bb03-9180155459a5
University presses,,fast%%http://id.worldcat.org/fast/1161953,a23523c5-e763-4cb7-97b4-198520bd24d3
Upper atmosphere,,fast%%http://id.worldcat.org/fast/820350,24f1f472-5777-4364-9dfd-19ff265dc51b
Upper class,,fast%%http://id.worldcat.org/fast/1162136,abb760d3-13fc-4207-b37d-f0cc10335145
Urban geography,,fast%%http://id.worldcat.org/fast/1162435,632153f4-eb7b-4598-9f81-4f4fa6fd1aeb
Urban health,,fast%%http://id.worldcat.org/fast/1162445,b3384da3-ee43-4083-92e9-d772353e18af
Urban poor--Health and hygiene,,fast%%http://id.worldcat.org/fast/1162521,e294b878-8b88-40e7-b1a3-1be584ad7207
Urban violence,,fast%%http://id.worldcat.org/fast/1162689,4f502315-8be3-475d-9155-1fad6078402e
Urban-rural migration,,fast%%http://id.worldcat.org/fast/1162715,ecf51baf-3849-4022-b233-3b140bac45ee
Urology,,fast%%http://id.worldcat.org/fast/1163033,ee23352a-b494-4e01-a450-38df66c5d5ba
Vacuum-tubes,,fast%%http://id.worldcat.org/fast/1163637,59e2c5a7-584a-4cd4-9c6d-e316ba9d7ec9
Van de Graaff generator,,fast%%http://id.worldcat.org/fast/1163990,8d346fe8-1297-43e0-b75c-1bf29f75406b
Vegetables--Quality,,fast%%http://id.worldcat.org/fast/1164851,a03a833b-d5ed-4083-b8fd-0eb6d0f05cfa
Vegetation dynamics--Research,,fast%%http://id.worldcat.org/fast/1164935,836a014c-f045-4902-94b4-fe958bae2789
Veterans--Education (Higher),,fast%%http://id.worldcat.org/fast/1165730,3f6a911f-784d-4c36-8923-51f3f8992686
Vibration,,fast%%http://id.worldcat.org/fast/1166160,7873a28c-9f0e-4a0f-9f24-5c19fc0ee4d7
Vietnam War (1961-1975),,fast%%http://id.worldcat.org/fast/1431664,400a9f2e-88c6-4f84-988b-f0e889edd8e1
Vietnamese Americans,,fast%%http://id.worldcat.org/fast/1166663,51bc7ca7-affc-45f3-9b70-660167ac0925
Visual perception,,fast%%http://id.worldcat.org/fast/1168049,00f00188-cc93-4017-a6a2-aa58bdb58a88
Vitamin A,,fast%%http://id.worldcat.org/fast/1168150,be8b2853-c53a-412f-963c-ca97212f1a1d
Vitamin B complex,,fast%%http://id.worldcat.org/fast/1168164,1451eed8-b44c-401f-90e4-8e1f7885ecc0
Vitamin C deficiency,,fast%%http://id.worldcat.org/fast/1168204,09c45412-5719-4948-b807-8dfefd510542
Vitamin D in human nutrition,,fast%%http://id.worldcat.org/fast/1168215,cc2857b2-93a4-492f-8d7b-e239c53dedf2
Vitamins--Research,,fast%%http://id.worldcat.org/fast/1168243,c04f33e0-de8a-4d44-8f7c-8036ef0128f3
Vocational guidance,,fast%%http://id.worldcat.org/fast/1168579,30dba925-6919-4521-b621-55c661bf0da2
Voice--Instruction and study,,fast%%http://id.worldcat.org/fast/1168744,d7a20fe6-a916-4c04-a09b-0018d4f593b0
Volcanoes,,fast%%http://id.worldcat.org/fast/1168844,d9f84320-3428-4732-a4f0-91c08793d95e
Voluntarism,,fast%%http://id.worldcat.org/fast/1168976,6f62299c-6e63-424f-82a0-f3b4a3c215c6
Voyages and travels,,fast%%http://id.worldcat.org/fast/1169308,c954aa4b-cee8-4fbf-be12-c60e87868c52
Wages,,fast%%http://id.worldcat.org/fast/1169492,cad484a4-83a5-4e13-b6d1-8a820bdc1b16
"Walden (Thoreau, Henry David)",,fast%%http://id.worldcat.org/fast/1356368,ff89077e-c7db-4025-86c8-c8e73d22182a
Water efficiency,,fast%%http://id.worldcat.org/fast/1171716,17aa3863-e90c-40d2-a2ef-d0f666580308
Water rights,,fast%%http://id.worldcat.org/fast/1172066,76c6c54a-aae3-4d00-a045-2aa6c13991dc
Water treatment plants,,fast%%http://id.worldcat.org/fast/1172147,11c5cf89-22a5-48a4-9ad0-f50ba8de8ae4
Water tunnels,,fast%%http://id.worldcat.org/fast/1172185,4da20ba1-5d02-498a-acec-9cd41ac7afd9
Water use,,fast%%http://id.worldcat.org/fast/1172188,d6135e60-b86e-4cb2-9c5f-82ab6c61f8db
Water--Fluoridation,,fast%%http://id.worldcat.org/fast/1171211,7fb3ac07-da0a-4f69-94d3-1387b8e2c9ca
Water--Hardness,,fast%%http://id.worldcat.org/fast/1171227,a9e8824d-55ad-460a-812e-244ec6a5e975
Water--Microbiology,,fast%%http://id.worldcat.org/fast/1171249,b2e1d54c-de5d-451b-a543-dbaf891e2938
Water--Pollution,,fast%%http://id.worldcat.org/fast/1171279,8b7b18a8-4efb-4e01-bb1a-4c95cb253df6
Water--Purification--Chlorination,,fast%%http://id.worldcat.org/fast/1171378,46b7b7f2-078a-4367-ae48-fc7df06ffbd2
Water--Purification,,fast%%http://id.worldcat.org/fast/1171363,d9faae82-26f2-4bb2-bb96-37c19027afdb
Water-meters,,fast%%http://id.worldcat.org/fast/1172283,471c3ca8-f591-4915-be08-2d4b3dec15c8
Water-supply--Research,,fast%%http://id.worldcat.org/fast/1172420,5270ba35-c9c0-4819-9458-dc3c43261d2f
Weather radar networks,,fast%%http://id.worldcat.org/fast/1173174,4d924e4d-df87-41b3-af01-ad349e9ee3c6
Web-based instruction,,fast%%http://id.worldcat.org/fast/1173272,e73da7e9-d091-466d-9dff-0a35076cf619
Weddings--Planning,,fast%%http://id.worldcat.org/fast/1173334,8e74e1fb-5356-408d-9e87-b365b699e141
Weight (Physics)--Measurement,,fast%%http://id.worldcat.org/fast/1173437,1e9a9c30-905c-44b0-8a12-eadbc32e7516
Weightlessness,,fast%%http://id.worldcat.org/fast/1173491,24dbedd6-f007-45cf-9e59-0f8dbd4ac9ec
Weights and measures,,fast%%http://id.worldcat.org/fast/1173497,2ef68bd4-c50c-4e77-844c-ae0c7bbe7578
Wetting agents,,fast%%http://id.worldcat.org/fast/1174229,570aa32e-698e-43da-bbce-0fd9f287d847
Wetting,,fast%%http://id.worldcat.org/fast/1174228,a81404da-8470-4bd9-aee7-d83afe963479
Whale oil,,fast%%http://id.worldcat.org/fast/1174242,d44182b4-135f-45a9-b2b4-489d668c4560
Whaling,,fast%%http://id.worldcat.org/fast/1174284,70c0c987-4758-4294-82fc-404b71a4687a
Wills,,fast%%http://id.worldcat.org/fast/1175513,2443bc34-0d59-4a7e-83b7-a2d4092e5310
"Wind quintets (Bassoon, clarinet, flute, horn, oboe)",,fast%%http://id.worldcat.org/fast/1175679,c10e7ce7-2003-4147-8ec0-7a845a789d76
Women college athletes,,fast%%http://id.worldcat.org/fast/1746274,42300a1c-60e4-45b1-8ab0-5eb3bf40b877
Women college students,,fast%%http://id.worldcat.org/fast/1177452,86653f28-6c10-4e24-a473-e9b7288d79a4
Women college teachers,,fast%%http://id.worldcat.org/fast/1177488,6bdd6e12-4a6a-4ac5-b363-c373eab83cbe
Women engineers,,fast%%http://id.worldcat.org/fast/1177630,5285b0a6-c530-4e80-b243-d1048c6e2c2a
Women graduate students,,fast%%http://id.worldcat.org/fast/1177716,3183e015-3075-472b-8e1b-e7bcc8f6c662
Women in astronomy,,fast%%http://id.worldcat.org/fast/1177831,f54cc9dc-a3e2-4558-b093-2a21bf84cd03
Women in computer science,,fast%%http://id.worldcat.org/fast/1177860,9b0de97a-200b-4e97-96ae-1914739f1f91
Women in engineering,,fast%%http://id.worldcat.org/fast/1177886,4742636f-1577-4296-a298-48f585bb711a
Women in higher education,,fast%%http://id.worldcat.org/fast/1177898,70ebeeab-db48-44bf-8505-801b579b2534
Women in medicine,,fast%%http://id.worldcat.org/fast/1177924,74896215-2773-41ce-b8f6-c2a76daffdbe
Women in radio broadcasting,,fast%%http://id.worldcat.org/fast/1177962,b7665d6b-1c48-4175-90d0-49774fd41e7f
Women in science,,fast%%http://id.worldcat.org/fast/1177977,1f24c888-87be-46b8-8934-3f618049e5ff
Women in technology,,fast%%http://id.worldcat.org/fast/1177989,e063baf6-0e8c-4753-af2c-8ac2bfe09a73
Women in television broadcasting,,fast%%http://id.worldcat.org/fast/1177992,22f6463c-1ccf-412d-9b74-bf30df11a746
Women medical students,,fast%%http://id.worldcat.org/fast/1178136,3fbcd509-9725-4344-ad5a-2c015dbb781f
Women medical technologists,,fast%%http://id.worldcat.org/fast/1178139,4c0b16bf-8c03-4c9c-a05e-cd67cc76951c
Women periodical editors,,fast%%http://id.worldcat.org/fast/1178281,5abd32da-04a4-473f-a58f-503fd4b691dd
Women political scientists,,fast%%http://id.worldcat.org/fast/1178382,574c1273-582a-493d-9dd1-820a54ae7ca3
Women--Employment,,fast%%http://id.worldcat.org/fast/1176715,b4f6fd1d-471a-4edd-9f14-4b2a0ccc97e4
Women--Societies and clubs,,fast%%http://id.worldcat.org/fast/1176970,de2aa82a-b547-4418-8cb3-503f9ffc9ad8
Women's health services,,fast%%http://id.worldcat.org/fast/1178737,82dec7a3-30d5-4949-9f86-bc55f9a1adf9
Wood--Anatomy,,fast%%http://id.worldcat.org/fast/1179192,f9c3a484-a785-4482-8da3-59b5e8339dde
Wood--Chemistry,,fast%%http://id.worldcat.org/fast/1179196,b1b802e3-0c08-4bff-894f-feb1cb999601
Wood--Identification,,fast%%http://id.worldcat.org/fast/1179222,bb7040c3-2522-47dd-b392-08ec9cb9b662
Wood--Preservation,,fast%%http://id.worldcat.org/fast/1179233,f5fbd579-9488-4c27-9da6-beeb3b205ee9
Working mothers,,fast%%http://id.worldcat.org/fast/1180647,914f71cd-506a-49ef-bd2c-50311f12cd3e
World War (1914-1918),,fast%%http://id.worldcat.org/fast/1180746,d3fad58b-4715-4c3c-8dcf-80a778fc6283
World War (1939-1945),,fast%%http://id.worldcat.org/fast/1180924,e5bb3395-3e94-4acc-a77b-d5ccac8b3774
Wrist--Anatomy,,fast%%http://id.worldcat.org/fast/1181611,0313ed52-2e24-4a42-b04f-420490deac05
X-ray astronomy,,fast%%http://id.worldcat.org/fast/1181814,1bb67d3e-240a-4bdf-bce7-582d0605d636
X-rays--Physiological effect,,fast%%http://id.worldcat.org/fast/1181880,6d661c82-71ed-455b-9657-8fab8d0702e2
X-rays,,fast%%http://id.worldcat.org/fast/1181857,76471dea-4d5e-4fd9-b632-2c4bbb4e8213
Yachting,,fast%%http://id.worldcat.org/fast/1182188,2c20ab14-29c7-4fcd-811b-a46e31f5f0e7
Yachts,,fast%%http://id.worldcat.org/fast/1182202,bf4500f5-6d74-43ad-8d3d-11c343bf957a
Yaws,,fast%%http://id.worldcat.org/fast/1182554,68d0d92e-658e-4164-808f-9b83bb87675a
